event_type,code_system,raw_code,normalized_code,mimic_token,mimic_token_id,mapping_status,oov_cause,needed_normalization,description,source_code_system,n_events,n_patients,sample_description
diagnosis,ICD10,H50.811,H50811,ICD10_H50811,8502.0,unmapped_icd_in_vocab,,true,"Duane's syndrome, right eye",ICD10,4,3,"Duane's syndrome, right eye"
diagnosis,ICD10,H50.011,H50011,ICD10_H50011,8484.0,unmapped_icd_in_vocab,,true,"Monocular esotropia, right eye",ICD10,12,4,"Monocular esotropia, right eye"
diagnosis,ICD10,Z09,Z09,ICD10_Z09,21024.0,unmapped_icd_in_vocab,,false,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm,ICD10,3443,1003,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
diagnosis,ICD9,756.15,75615,PHE_754,26530.0,mapped_phecode,,true,Congenital musculoskeletal deformities of spine (congenital anomalies),ICD9,4,2,Congenital fusion of spine (vertebra)
diagnosis,ICD9,378.01,37801,PHE_378.1,25639.0,mapped_phecode,,true,Strabismus (not specified as paralytic) (sense organs),ICD9,32,13,Monocular esotropia
diagnosis,ICD10,H52.202,H52202,ICD10_H52202,,oov,unknown_unmappable,true,,ICD10,24,8,"Myopia with astigmatism, left"
diagnosis,ICD10,Q04.8,Q048,PHE_752.2,26526.0,mapped_phecode,,true,Other specified congenital anomalies of nervous system (congenital anomalies),ICD10,569,61,Absent septum pellucidum
diagnosis,ICD10,G51.0,G510,PHE_352.2,25545.0,mapped_phecode,,true,Facial nerve disorders [CN7] (neurological),ICD10,149,13,Facial nerve palsy
diagnosis,ICD10,Q13.0,Q130,PHE_753,26527.0,mapped_phecode,,true,Congenital anomalies of the eye (congenital anomalies),ICD10,59,11,Retinal coloboma
diagnosis,ICD10,Q89.8,Q898,PHE_759,26549.0,mapped_phecode,,true,Other and unspecified congenital anomalies (congenital anomalies),ICD10,2561,72,CHARGE syndrome
diagnosis,ICD10,H35.9,H359,PHE_362,25563.0,mapped_phecode,,true,Other retinal disorders (sense organs),ICD10,12,3,Retinal pigment epithelium abnormality
diagnosis,ICD10,H47.10,H4710,ICD10_H4710,8444.0,unmapped_icd_in_vocab,,true,Unspecified papilledema,ICD10,229,21,Optic disc edema
diagnosis,ICD9,378.15,37815,PHE_378.1,25639.0,mapped_phecode,,true,Strabismus (not specified as paralytic) (sense organs),ICD9,10,5,Alternating exotropia
diagnosis,ICD9,754.51,75451,PHE_755.1,26534.0,mapped_phecode,,true,Congenital deformities of feet (congenital anomalies),ICD9,232,13,Congenital talipes equinovarus
diagnosis,ICD9,758.5,7585,PHE_758.1,26548.0,mapped_phecode,,true,Chromosomal anomalies (congenital anomalies),ICD9,220,44,Other conditions due to autosomal anomalies
diagnosis,ICD9,V54.12,V5412,PHE_803,26608.0,mapped_phecode,,true,Fracture of upper limb (injuries & poisonings),ICD9,181,38,Aftercare for healing traumatic fracture of lower arm
diagnosis,ICD9,V54.89,V5489,ICD9_V5489,23233.0,unmapped_icd_in_vocab,,true,Other orthopedic aftercare,ICD9,260,78,Other orthopedic aftercare(V54.89)
diagnosis,ICD9,810.00,81000,PHE_803.3,26612.0,mapped_phecode,,true,Fracture of clavicle or scapula (injuries & poisonings),ICD9,45,17,Unspecified part of closed fracture of clavicle
diagnosis,ICD9,724.9,7249,PHE_724.9,26413.0,mapped_phecode,,true,Other unspecified back disorders (musculoskeletal),ICD9,17,7,Other unspecified back disorder
diagnosis,ICD9,743.65,74365,PHE_749,26502.0,mapped_phecode,,true,Congenital anomalies of face and neck (congenital anomalies),ICD9,26,15,Specified congenital anomaly of lacrimal passages
diagnosis,ICD10,H52.201,H52201,ICD10_H52201,8516.0,unmapped_icd_in_vocab,,true,"Unspecified astigmatism, right eye",ICD10,40,13,Hyperopia of right eye with astigmatism
diagnosis,ICD9,379.8,3798,PHE_379,25642.0,mapped_phecode,,true,Other disorders of eye (sense organs),ICD9,17,10,Other specified disorders of eye and adnexa
diagnosis,ICD9,742.0,7420,PHE_752.1,26524.0,mapped_phecode,,true,Neural tube defects (congenital anomalies),ICD9,144,7,Encephalocele
diagnosis,ICD9,V13.64,V1364,PHE_749,26502.0,mapped_phecode,,true,Congenital anomalies of face and neck (congenital anomalies),ICD9,150,35,"Personal history of (corrected) congenital malformations of eye, ear, face and neck"
diagnosis,ICD9,338.18,33818,PHE_338.1,25512.0,mapped_phecode,,true,Acute pain (neurological),ICD9,195,98,Other acute postoperative pain
diagnosis,ICD9,518.0,5180,PHE_508,25893.0,mapped_phecode,,true,Pulmonary collapse; interstitial and compensatory emphysema (respiratory),ICD9,131,70,Pulmonary collapse
diagnosis,ICD9,741.90,74190,PHE_752.11,26525.0,mapped_phecode,,true,Spina bifida (congenital anomalies),ICD9,1475,29,"Spina bifida without mention of hydrocephalus, unspecified region"
diagnosis,ICD9,742.9,7429,PHE_752,26523.0,mapped_phecode,,true,Nervous system congenital anomalies (congenital anomalies),ICD9,97,21,Anomalous optic nerve
diagnosis,ICD9,378.11,37811,PHE_378.1,25639.0,mapped_phecode,,true,Strabismus (not specified as paralytic) (sense organs),ICD9,15,6,Monocular exotropia
diagnosis,ICD10,H10.9,H109,PHE_369.5,25612.0,mapped_phecode,,true,"Conjunctivitis, infectious (sense organs)",ICD10,359,164,Conjunctivitis of left eye
diagnosis,ICD9,379.90,37990,PHE_379,25642.0,mapped_phecode,,true,Other disorders of eye (sense organs),ICD9,152,110,"Disorder of eye, unspecified"
diagnosis,ICD9,746.3,7463,PHE_747.12,26498.0,mapped_phecode,,true,Valvular heart disease/ heart chambers (congenital anomalies),ICD9,48,8,Congenital aortic valve stenosis
diagnosis,ICD9,388.9,3889,PHE_388,25670.0,mapped_phecode,,true,Other disorders of ear (sense organs),ICD9,69,57,Unspecified disorder of ear
diagnosis,ICD9,536.2,5362,PHE_789.1,26580.0,mapped_phecode,,true,Persistent vomiting (symptoms),ICD9,242,58,Persistent vomiting
diagnosis,ICD10,H01.006,H01006,ICD10_H01006,7895.0,unmapped_icd_in_vocab,,true,"Unspecified blepharitis left eye, unspecified eyelid",ICD10,7,3,Blepharitis of both eyes
diagnosis,ICD10,H53.023,H53023,ICD10_H53023,,oov,unknown_unmappable,true,,ICD10,51,11,Refractive amblyopia of both eyes
diagnosis,ICD10,H55.03,H5503,ICD10_H5503,8587.0,unmapped_icd_in_vocab,,true,Visual deprivation nystagmus,ICD10,6,2,"Nystagmus, visual deprivation"
diagnosis,ICD10,H69.80,H6980,ICD10_H6980,8692.0,unmapped_icd_in_vocab,,true,"Other specified disorders of Eustachian tube, unspecified ear",ICD10,277,131,"Dysfunction of Eustachian tube, unspecified laterality"
diagnosis,ICD10,H69.93,H6993,ICD10_H6993,,oov,unknown_unmappable,true,,ICD10,77,57,"Unspecified eustachian tube disorder, bilateral"
diagnosis,ICD9,579.3,5793,PHE_569.2,26040.0,mapped_phecode,,true,Gastrointestinal complications (digestive),ICD9,353,5,Other and unspecified postsurgical nonabsorption
diagnosis,ICD9,299.90,29990,PHE_313.3,25465.0,mapped_phecode,,true,Autism (mental disorders),ICD9,652,17,"Unspecified pervasive developmental disorder, current or active state"
diagnosis,ICD9,424.1,4241,PHE_395.2,25685.0,mapped_phecode,,true,Nonrheumatic aortic valve disorders (circulatory system),ICD9,209,40,Aortic valve disorders
diagnosis,ICD9,379.99,37999,PHE_379,25642.0,mapped_phecode,,true,Other disorders of eye (sense organs),ICD9,28,17,Other ill-defined disorder of eye
diagnosis,ICD10,Z48.89,Z4889,ICD10_Z4889,21260.0,unmapped_icd_in_vocab,,true,Encounter for other specified surgical aftercare,ICD10,481,220,Encounter for other specified surgical aftercare
diagnosis,ICD10,J39.2,J392,PHE_479,25859.0,mapped_phecode,,true,Other upper respiratory disease (respiratory),ICD10,105,29,Cricopharyngeal hypertrophy
diagnosis,ICD10,G25.81,G2581,ICD10_G2581,7522.0,unmapped_icd_in_vocab,,true,Restless legs syndrome,ICD10,513,94,Restless legs syndrome
diagnosis,ICD10,J32.9,J329,PHE_475,25854.0,mapped_phecode,,true,Chronic sinusitis (respiratory),ICD10,740,201,"Chronic sinusitis, unspecified"
diagnosis,ICD9,596.54,59654,PHE_596.5,26126.0,mapped_phecode,,true,Functional disorders of bladder (genitourinary),ICD9,1205,35,Neurogenic bladder
diagnosis,ICD10,H69.83,H6983,ICD10_H6983,8695.0,unmapped_icd_in_vocab,,true,"Other specified disorders of Eustachian tube, bilateral",ICD10,6050,670,"ETD (Eustachian tube dysfunction), bilateral"
diagnosis,ICD10,J34.3,J343,PHE_470,25844.0,mapped_phecode,,true,Septal Deviations/Turbinate Hypertrophy (respiratory),ICD10,2321,510,Nasal turbinate hypertrophy
diagnosis,ICD10,R40.0,R400,PHE_291.8,25412.0,mapped_phecode,,true,Alteration of consciousness (mental disorders),ICD10,696,238,Daytime sleepiness
diagnosis,ICD10,M26.09,M2609,ICD10_M2609,11328.0,unmapped_icd_in_vocab,,true,Other specified anomalies of jaw size,ICD10,402,49,Micrognathia
diagnosis,ICD10,J35.01,J3501,ICD10_J3501,9701.0,unmapped_icd_in_vocab,,true,Chronic tonsillitis,ICD10,236,56,Chronic tonsillitis
diagnosis,ICD10,J03.91,J0391,ICD10_J0391,9663.0,unmapped_icd_in_vocab,,true,"Acute recurrent tonsillitis, unspecified",ICD10,121,36,Recurrent tonsillitis
diagnosis,ICD9,478.19,47819,PHE_479,25859.0,mapped_phecode,,true,Other upper respiratory disease (respiratory),ICD9,1823,600,Chronic nasal congestion
diagnosis,ICD9,779.0,7790,PHE_656,26274.0,mapped_phecode,,true,Other perinatal conditions of fetus or newborn (pregnancy complications),ICD9,134,17,Seizures in newborn
diagnosis,ICD9,745.69,74569,PHE_747.11,26497.0,mapped_phecode,,true,Cardiac shunt/ heart septal defect (congenital anomalies),ICD9,407,27,AV canal
diagnosis,ICD9,850.0,8500,PHE_817,26618.0,mapped_phecode,,true,Concussion (injuries & poisonings),ICD9,66,29,Concussion without loss of consciousness
diagnosis,ICD9,959.01,95901,ICD9_95901,22443.0,unmapped_icd_in_vocab,,true,"Head injury, unspecified",ICD9,472,193,Minor head injury
diagnosis,ICD10,E84.9,E849,PHE_499,25881.0,mapped_phecode,,true,Cystic fibrosis (respiratory),ICD10,5150,27,"Cystic fibrosis, unspecified"
diagnosis,ICD9,464.4,4644,PHE_483,25869.0,mapped_phecode,,true,Acute bronchitis and bronchiolitis (respiratory),ICD9,778,210,Croup
diagnosis,ICD9,780.93,78093,PHE_292.3,25418.0,mapped_phecode,,true,Memory loss (mental disorders),ICD9,19,9,Memory loss
diagnosis,ICD9,466.19,46619,PHE_483,25869.0,mapped_phecode,,true,Acute bronchitis and bronchiolitis (respiratory),ICD9,929,282,Bronchiolitis
diagnosis,ICD10,Z91.048,Z91048,ICD10_Z91048,21726.0,unmapped_icd_in_vocab,,true,Other nonmedicinal substance allergy status,ICD10,59,43,Other nonmedicinal substance allergy status
diagnosis,ICD10,Z99.11,Z9911,ICD10_Z9911,21840.0,unmapped_icd_in_vocab,,true,Dependence on respirator [ventilator] status,ICD10,1282,73,Dependence on respirator (ventilator) status
diagnosis,ICD9,933.1,9331,ICD9_9331,22343.0,unmapped_icd_in_vocab,,true,Foreign body in larynx,ICD9,92,49,Foreign body in larynx
diagnosis,ICD10,J42,J42,PHE_496.2,25876.0,mapped_phecode,,false,Chronic bronchitis (respiratory),ICD10,160,11,Bronchiolitis obliterans
diagnosis,ICD10,J18.1,J181,PHE_480.11,25862.0,mapped_phecode,,true,Pneumococcal pneumonia (respiratory),ICD10,761,259,Right upper lobe consolidation
diagnosis,ICD10,Z99.89,Z9989,ICD10_Z9989,21843.0,unmapped_icd_in_vocab,,true,Dependence on other enabling machines and devices,ICD10,975,178,CPAP (continuous positive airway pressure) dependence
diagnosis,ICD10,F80.2,F802,PHE_315.2,25468.0,mapped_phecode,,true,Speech and language disorder (mental disorders),ICD10,16850,414,Mixed receptive-expressive language disorder
diagnosis,ICD10,F51.5,F515,PHE_327.4,25488.0,mapped_phecode,,true,Insomnia (neurological),ICD10,48,18,Nightmares
diagnosis,ICD10,F51.01,F5101,ICD10_F5101,7462.0,unmapped_icd_in_vocab,,true,Primary insomnia,ICD10,294,71,Primary insomnia
diagnosis,ICD10,K92.1,K921,PHE_578.2,26072.0,mapped_phecode,,true,Blood in stool (digestive),ICD10,308,87,Melena
diagnosis,ICD9,373.11,37311,PHE_371.3,25622.0,mapped_phecode,,true,Inflammation of eyelids (sense organs),ICD9,93,33,Stye
diagnosis,ICD9,079.99,07999,PHE_079,25013.0,mapped_phecode,,true,Viral infection (infectious diseases),ICD9,1547,513,Viral illness
diagnosis,ICD10,G71.02,G7102,ICD10_G7102,7743.0,unmapped_icd_in_vocab,,true,Facioscapulohumeral muscular dystrophy,ICD10,65,2,FSHD (facioscapulohumeral muscular dystrophy)
diagnosis,ICD10,G80.1,G801,PHE_343,25519.0,mapped_phecode,,true,Infantile cerebral palsy (neurological),ICD10,1971,64,Spastic diplegic cerebral palsy
diagnosis,ICD10,G81.90,G8190,ICD10_G8190,7761.0,unmapped_icd_in_vocab,,true,"Hemiplegia, unspecified affecting unspecified side",ICD10,33,11,"Hemiplegia, unspecified affecting unspecified side"
diagnosis,ICD10,Z86.718,Z86718,ICD10_Z86718,21615.0,unmapped_icd_in_vocab,,true,Personal history of other venous thrombosis and embolism,ICD10,150,36,Personal history of other venous thrombosis and embolism
diagnosis,ICD10,G47.34,G4734,ICD10_G4734,7647.0,unmapped_icd_in_vocab,,true,Idiopathic sleep related nonobstructive alveolar hypoventilation,ICD10,735,162,Sleep related hypoxia
diagnosis,ICD10,J31.0,J310,PHE_472,25846.0,mapped_phecode,,true,Chronic pharyngitis and nasopharyngitis (respiratory),ICD10,1916,431,Chronic rhinitis
diagnosis,ICD10,J96.01,J9601,ICD10_J9601,9787.0,unmapped_icd_in_vocab,,true,Acute respiratory failure with hypoxia,ICD10,443,151,Acute respiratory failure with hypoxia
diagnosis,ICD10,Q04.3,Q043,PHE_752.2,26526.0,mapped_phecode,,true,Other specified congenital anomalies of nervous system (congenital anomalies),ICD10,1665,25,Joubert syndrome
diagnosis,ICD10,G47.39,G4739,ICD10_G4739,7651.0,unmapped_icd_in_vocab,,true,Other sleep apnea,ICD10,222,78,Mixed sleep apnea
diagnosis,ICD10,R09.02,R0902,ICD10_R0902,13674.0,unmapped_icd_in_vocab,,true,Hypoxemia,ICD10,2498,402,Oxygen desaturation
diagnosis,ICD10,F43.9,F439,PHE_304,25454.0,mapped_phecode,,true,Adjustment reaction (mental disorders),ICD10,1110,46,Stress at home
diagnosis,ICD9,E917.4,E9174,ICD9_E9174,22857.0,unmapped_icd_in_vocab,,true,Striking against or struck accidentally by other stationary object without subsequent fall,ICD9,64,47,Striking against or struck accidentally by other stationary object without subsequent fall
diagnosis,ICD9,681.11,68111,PHE_681.1,26287.0,mapped_phecode,,true,Cellulitis and abscess of fingers/toes (dermatologic),ICD9,18,11,Onychia and paronychia of toe
diagnosis,ICD9,844.9,8449,PHE_840,26626.0,mapped_phecode,,true,Sprains and strains (injuries & poisonings),ICD9,26,14,Knee sprain
diagnosis,ICD9,372.03,37203,PHE_369.5,25612.0,mapped_phecode,,true,"Conjunctivitis, infectious (sense organs)",ICD9,46,32,Other mucopurulent conjunctivitis
diagnosis,ICD9,751.61,75161,PHE_750.22,26513.0,mapped_phecode,,true,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas (congenital anomalies)",ICD9,130,2,Biliary atresia
diagnosis,ICD9,473.9,4739,PHE_475,25854.0,mapped_phecode,,true,Chronic sinusitis (respiratory),ICD9,712,171,Post-nasal drainage
diagnosis,ICD10,H10.31,H1031,ICD10_H1031,8019.0,unmapped_icd_in_vocab,,true,"Unspecified acute conjunctivitis, right eye",ICD10,99,47,Acute bacterial conjunctivitis of right eye
diagnosis,ICD10,J11.1,J111,PHE_481,25868.0,mapped_phecode,,true,Influenza (respiratory),ICD10,392,181,Influenza
diagnosis,ICD10,J45.41,J4541,ICD10_J4541,9712.0,unmapped_icd_in_vocab,,true,Moderate persistent asthma with (acute) exacerbation,ICD10,787,137,Moderate persistent asthma with exacerbation
diagnosis,ICD10,P27.1,P271,PHE_656.2,26275.0,mapped_phecode,,true,Respiratory conditions of fetus and newborn (pregnancy complications),ICD10,2924,108,BPD (bronchopulmonary dysplasia)
diagnosis,ICD10,G47.20,G4720,ICD10_G4720,7637.0,unmapped_icd_in_vocab,,true,"Circadian rhythm sleep disorder, unspecified type",ICD10,2713,1064,"Circadian rhythm sleep disorder, unspecified type"
diagnosis,ICD10,Z84.89,Z8489,ICD10_Z8489,21530.0,unmapped_icd_in_vocab,,true,Family history of other specified conditions,ICD10,112,51,Family history of other specified conditions
diagnosis,ICD10,G12.0,G120,PHE_334.2,25507.0,mapped_phecode,,true,Anterior horn cell disease (neurological),ICD10,895,7,"Infantile spinal muscular atrophy, type i (werdnig-hoffman)"
diagnosis,ICD10,R64,R64,PHE_260.1,25262.0,mapped_phecode,,false,Cachexia (endocrine/metabolic),ICD10,4,4,Cachexia
diagnosis,ICD10,Q87.1,Q871,PHE_758,26547.0,mapped_phecode,,true,Chromosomal anomalies and genetic disorders (congenital anomalies),ICD10,2632,44,Congenital malformation syndromes predominantly associated with short stature
diagnosis,ICD10,K05.10,K0510,ICD10_K0510,9812.0,unmapped_icd_in_vocab,,true,"Chronic gingivitis, plaque induced",ICD10,124,80,"Chronic gingivitis, plaque induced"
diagnosis,ICD10,M26.24,M2624,ICD10_M2624,,oov,unknown_unmappable,true,,ICD10,10,7,Reverse articulation
diagnosis,ICD10,M26.31,M2631,ICD10_M2631,,oov,unknown_unmappable,true,,ICD10,32,21,Crowding of fully erupted teeth
diagnosis,ICD10,Z91.040,Z91040,ICD10_Z91040,21724.0,unmapped_icd_in_vocab,,true,Latex allergy status,ICD10,118,41,Latex allergy status
diagnosis,ICD10,K59.2,K592,PHE_564,26029.0,mapped_phecode,,true,Functional digestive disorders (digestive),ICD10,1004,49,"Neurogenic bowel, not elsewhere classified"
diagnosis,ICD10,N30.00,N3000,ICD10_N3000,12593.0,unmapped_icd_in_vocab,,true,Acute cystitis without hematuria,ICD10,224,79,Acute cystitis without hematuria
diagnosis,ICD10,G40.109,G40109,ICD10_G40109,7537.0,unmapped_icd_in_vocab,,true,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus",ICD10,1666,128,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus"
diagnosis,ICD10,T17.908S,T17908S,ICD10_T17908S,,oov,unknown_unmappable,true,,ICD10,175,37,"Unspecified foreign body in respiratory tract, part unspecified causing other injury, sequela"
diagnosis,ICD10,N76.0,N760,PHE_614.52,26193.0,mapped_phecode,,true,Vaginitis and vulvovaginitis (genitourinary),ICD10,179,60,Vulvovaginitis
diagnosis,ICD10,J02.9,J029,PHE_465.2,25842.0,mapped_phecode,,true,Acute pharyngitis (respiratory),ICD10,3860,919,"Acute pharyngitis, unspecified"
diagnosis,ICD10,H66.002,H66002,ICD10_H66002,8675.0,unmapped_icd_in_vocab,,true,"Acute suppurative otitis media without spontaneous rupture of ear drum, left ear",ICD10,482,182,"Acute suppurative otitis media of left ear without spontaneous rupture of tympanic membrane, recurrence not specified"
diagnosis,ICD10,H61.23,H6123,ICD10_H6123,8655.0,unmapped_icd_in_vocab,,true,"Impacted cerumen, bilateral",ICD10,948,261,Bilateral impacted cerumen
diagnosis,ICD10,H92.03,H9203,ICD10_H9203,8808.0,unmapped_icd_in_vocab,,true,"Otalgia, bilateral",ICD10,487,189,"Otalgia, bilateral"
diagnosis,ICD9,709.9,7099,PHE_689,26304.0,mapped_phecode,,true,Disorder of skin and subcutaneous tissue NOS (dermatologic),ICD9,233,135,Unspecified disorder of skin and subcutaneous tissue
diagnosis,ICD9,307.3,3073,PHE_313.2,25464.0,mapped_phecode,,true,Tics and stuttering (mental disorders),ICD9,72,14,Stereotypic movement disorder
diagnosis,ICD10,G43.909,G43909,ICD10_G43909,7593.0,unmapped_icd_in_vocab,,true,"Migraine, unspecified, not intractable, without status migrainosus",ICD10,356,96,"Migraine, unspecified, not intractable, without status migrainosus"
diagnosis,ICD10,M94.0,M940,ICD10_M940,12508.0,unmapped_icd_in_vocab,,true,Chondrocostal junction syndrome [Tietze],ICD10,146,60,Costochondritis
diagnosis,ICD10,T17.908D,T17908D,ICD10_T17908D,,oov,unknown_unmappable,true,,ICD10,572,87,"Aspiration into airway, subsequent encounter"
diagnosis,ICD10,P07.18,P0718,ICD10_P0718,,oov,unknown_unmappable,true,,ICD10,226,31,"Prematurity, 2,000-2,499 grams, 35-36 completed weeks"
