event_type,code_system,raw_code,normalized_code,mimic_token,mapping_status,oov_cause,n_events,n_patients,sample_description
medication,RXNORM,862013,862013,RXN_862013,oov,pediatric_absent,479,81,guanfacine HCl
medication,RXNORM,1300382,1300382,RXN_1300382,oov,pediatric_absent,477,371,"diph,pertuss(acell),tet ped/PF"
diagnosis,ICD9,V20.32,V2032,ICD9_V2032,oov,code_version_mismatch,468,142,Weight check in breast-fed newborn 8-28 days old
diagnosis,ICD10,H47.9,H479,ICD10_H479,oov,unknown_unmappable,462,35,Unspecified disorder of visual pathways
medication,RXNORM,1020477,1020477,RXN_1020477,oov,pediatric_absent,457,85,diphenhydramine HCl
procedure,HCPCS,72141,72141,HCPCS_72141,oov,unknown_unmappable,456,172,MR CERV SPINE W/O CONTRST
diagnosis,ICD10,P91.60,P9160,ICD10_P9160,oov,unknown_unmappable,450,24,"Hypoxic ischemic encephalopathy, unspecified severity"
medication,RXNORM,804183,804183,RXN_804183,oov,pediatric_absent,450,355,"measles,mumps,rubella vacc/PF"
diagnosis,ICD10,E76.01,E7601,ICD10_E7601,oov,unknown_unmappable,448,3,Hurler syndrome
medication,RXNORM,630796,630796,RXN_630796,oov,pediatric_absent,446,26,potassium chloride/D5-0.45NaCl
diagnosis,ICD10,E76.22,E7622,ICD10_E7622,oov,unknown_unmappable,444,2,"Sanfilippo syndrome, type A"
medication,RXNORM,1292440,1292440,RXN_1292440,oov,pediatric_absent,444,356,"measles,mumps,rub,varicella/PF"
medication,RXNORM,1655928,1655928,RXN_1655928,oov,pediatric_absent,442,4,lumacaftor/ivacaftor
medication,RXNORM,702249,702249,RXN_702249,oov,pediatric_absent,441,54,ferrous sulfate
medication,RXNORM,896186,896186,RXN_896186,oov,pediatric_absent,439,6,fluticasone propion/salmeterol
medication,RXNORM,899518,899518,RXN_899518,oov,pediatric_absent,435,28,dexmethylphenidate HCl
drg,DRG,OMAPR097,OMAPR097,DRG_OMAPR097,oov,unknown_unmappable,421,404,TONSIL & ADENOID PROCEDURES
medication,RXNORM,830555,830555,RXN_830555,oov,pediatric_absent,416,335,"diph,pertus(acel),tet,polio/PF"
medication,RXNORM,1657844,1657844,RXN_1657844,oov,pediatric_absent,412,331,"flu vac qs2015-16(36mos,up)/PF"
medication,RXNORM,855499,855499,RXN_855499,oov,pediatric_absent,410,7,lipase/protease/amylase
diagnosis,ICD10,P35.1,P351,PHE_657,oov,pediatric_absent,409,5,Congenital CMV infection
medication,RXNORM,1797833,1797833,RXN_1797833,oov,pediatric_absent,408,14,ipratropium bromide
drg,DRG,MS204,MS204,DRG_MS204,oov,unknown_unmappable,407,398,RESPIRATORY SIGNS & SYMPTOMS
medication,RXNORM,427538,427538,RXN_427538,oov,pediatric_absent,407,14,clobazam
medication,RXNORM,349196,349196,RXN_349196,oov,pediatric_absent,407,6,clonazepam
diagnosis,ICD10,P07.02,P0702,ICD10_P0702,oov,unknown_unmappable,406,22,"Extremely low birth weight newborn, 500-749 grams"
diagnosis,ICD9,774.6,7746,PHE_656.8,oov,pediatric_absent,402,145,Unspecified fetal and neonatal jaundice
medication,RXNORM,1721684,1721684,RXN_1721684,oov,pediatric_absent,401,9,epoetin alfa
diagnosis,ICD10,IMO0001,IMO0001,ICD10_IMO0001,oov,unknown_unmappable,399,124,Class 3 obesity due to excess calories with serious comorbidity and body mass index (BMI) of 40.0 to 44.9 in adult
medication,RXNORM,309308,309308,RXN_309308,oov,pediatric_absent,397,87,ciprofloxacin
diagnosis,ICD10,P07.14,P0714,ICD10_P0714,oov,unknown_unmappable,396,17,"Other low birth weight newborn, 1000-1249 grams"
medication,RXNORM,1091155,1091155,RXN_1091155,oov,pediatric_absent,394,79,methylphenidate HCl
medication,RXNORM,211365,211365,RXN_211365,oov,pediatric_absent,388,74,chlorhexidine gluconate
medication,RXNORM,1652634,1652634,RXN_1652634,oov,pediatric_absent,387,19,potassium citrate/citric acid
medication,RXNORM,898715,898715,RXN_898715,oov,pediatric_absent,387,7,pregabalin
diagnosis,ICD9,V57.89,V5789,ICD9_V5789,oov,code_version_mismatch,386,44,Other specified rehabilitation procedure(V57.89)
diagnosis,ICD10,Z45.82,Z4582,ICD10_Z4582,oov,unknown_unmappable,385,187,Encounter for adjustment or removal of myringotomy device (stent) (tube)
diagnosis,ICD10,Z68.53,Z6853,ICD10_Z6853,oov,unknown_unmappable,384,170,"Body mass index (bmi) pediatric, 85th percentile to less than 95th percentile for age"
medication,RXNORM,1536142,1536142,RXN_1536142,oov,pediatric_absent,383,60,mometasone furoate
medication,RXNORM,1190776,1190776,RXN_1190776,oov,pediatric_absent,379,231,atropine sulfate/0.9 %sod chlr
medication,RXNORM,1014676,1014676,RXN_1014676,oov,pediatric_absent,378,53,cetirizine HCl
diagnosis,ICD10,Z62.21,Z6221,ICD10_Z6221,oov,unknown_unmappable,374,56,Child in foster care
medication,RXNORM,308191,308191,RXN_308191,oov,pediatric_absent,371,99,amoxicillin
medication,RXNORM,852091,852091,RXN_852091,oov,pediatric_absent,369,225,"gelatin sponge,absorb/porcine"
medication,RXNORM,861223,861223,RXN_861223,oov,pediatric_absent,366,43,dextroamphetamine/amphetamine
diagnosis,ICD10,Z01.01,Z0101,ICD10_Z0101,oov,unknown_unmappable,363,152,Encounter for examination of eyes and vision with abnormal findings
medication,RXNORM,1797883,1797883,RXN_1797883,oov,pediatric_absent,360,29,azelastine HCl
medication,RXNORM,1797865,1797865,RXN_1797865,oov,pediatric_absent,357,78,mometasone furoate
medication,RXNORM,1049683,1049683,RXN_1049683,oov,pediatric_absent,356,6,oxycodone HCl
diagnosis,ICD10,Z13.6,Z136,ICD10_Z136,oov,unknown_unmappable,355,242,Encounter for screening for cardiovascular disorders
medication,RXNORM,310352,310352,RXN_310352,oov,pediatric_absent,352,77,fluconazole
diagnosis,ICD10,Z30.42,Z3042,ICD10_Z3042,oov,unknown_unmappable,349,36,"Family planning, Depo-Provera contraception monitoring/administration"
medication,RXNORM,855182,855182,RXN_855182,oov,pediatric_absent,347,2,tolterodine tartrate
medication,RXNORM,1300189,1300189,RXN_1300189,oov,pediatric_absent,346,281,"diph,pertuss(acell),tet vac/PF"
medication,RXNORM,89905,89905,RXN_89905,oov,pediatric_absent,346,142,multivitamin
diagnosis,ICD10,S06.0X0D,S060X0D,ICD10_S060X0D,oov,unknown_unmappable,345,33,"Concussion, without LOC, subsequent encounter"
medication,RXNORM,1658142,1658142,RXN_1658142,oov,pediatric_absent,339,222,hepatitis B virus vaccine/PF
medication,RXNORM,1870205,1870205,RXN_1870205,oov,pediatric_absent,338,83,epinephrine
medication,RXNORM,8588,8588,RXN_8588,oov,pediatric_absent,338,9,potassium chloride
medication,RXNORM,199425,199425,RXN_199425,oov,pediatric_absent,338,85,melatonin
diagnosis,ICD9,V06.3,V063,ICD9_V063,oov,code_version_mismatch,336,194,Need for prophylactic vaccination with diphtheria-tetanus-pertussis with poliomyelitis (DTP + polio) vaccine
diagnosis,ICD10,Z73.819,Z73819,ICD10_Z73819,oov,unknown_unmappable,335,71,"Insomnia, behavioral of childhood"
medication,RXNORM,2000127,2000127,RXN_2000127,oov,pediatric_absent,333,13,vancomycin HCl
medication,RXNORM,5924,5924,RXN_5924,oov,pediatric_absent,332,18,nutrit supp/inulin/FOS/fiber
medication,RXNORM,310494,310494,RXN_310494,oov,pediatric_absent,331,23,"immune globulin,gamma(IgG)"
medication,RXNORM,1247379,1247379,RXN_1247379,oov,pediatric_absent,331,20,lipase/protease/amylase
medication,RXNORM,251020,251020,RXN_251020,oov,pediatric_absent,325,121,sennosides
medication,RXNORM,1092357,1092357,RXN_1092357,oov,pediatric_absent,320,13,rufinamide
diagnosis,ICD10,R68.12,R6812,ICD10_R6812,oov,unknown_unmappable,317,121,Fussy infant (baby)
diagnosis,ICD9,780.91,78091,ICD9_78091,oov,code_version_mismatch,315,135,Fussy baby
medication,RXNORM,727316,727316,RXN_727316,oov,pediatric_absent,310,82,epinephrine
diagnosis,ICD10,P07.03,P0703,ICD10_P0703,oov,unknown_unmappable,310,26,"Prematurity, 750-999 grams, 29-30 completed weeks"
diagnosis,ICD10,Z68.51,Z6851,ICD10_Z6851,oov,unknown_unmappable,309,106,Body mass index (BMI) less than fifth percentile in child
diagnosis,ICD10,M41.25,M4125,ICD10_M4125,oov,unknown_unmappable,306,69,"Other idiopathic scoliosis, thoracolumbar region"
medication,RXNORM,1235247,1235247,RXN_1235247,oov,pediatric_absent,304,16,lurasidone HCl
medication,RXNORM,1797929,1797929,RXN_1797929,oov,pediatric_absent,302,11,budesonide
medication,RXNORM,1363703,1363703,RXN_1363703,oov,pediatric_absent,302,14,"lanolin,anhydrous"
procedure,HCPCS,45636,45636,HCPCS_45636,oov,unknown_unmappable,302,302,HX BTI
diagnosis,ICD10,Z01.10,Z0110,ICD10_Z0110,oov,unknown_unmappable,300,128,Encounter for examination of ears and hearing without abnormal findings
medication,RXNORM,899439,899439,RXN_899439,oov,pediatric_absent,300,27,dexmethylphenidate HCl
medication,RXNORM,978010,978010,RXN_978010,oov,pediatric_absent,299,20,loperamide HCl
diagnosis,ICD9,V20.31,V2031,ICD9_V2031,oov,code_version_mismatch,297,120,Health supervision for newborn under 8 days old
diagnosis,ICD10,R94.120,R94120,ICD10_R94120,oov,unknown_unmappable,295,115,Failed hearing screening
medication,RXNORM,1541622,1541622,RXN_1541622,oov,pediatric_absent,295,236,"flu vacc qs2014-15(36mo,up)/PF"
medication,RXNORM,1794451,1794451,RXN_1794451,oov,pediatric_absent,294,186,flu vacc qs 2016 (6-35mos)/PF
diagnosis,ICD10,H50.30,H5030,ICD10_H5030,oov,unknown_unmappable,292,47,Intermittent exotropia
medication,RXNORM,199168,199168,RXN_199168,oov,pediatric_absent,290,4,phenobarbital
medication,RXNORM,904810,904810,RXN_904810,oov,pediatric_absent,290,207,succinylcholine chloride
medication,RXNORM,308194,308194,RXN_308194,oov,pediatric_absent,289,124,amoxicillin
medication,RXNORM,311935,311935,RXN_311935,oov,pediatric_absent,287,184,neostigmine methylsulfate
medication,RXNORM,197782,197782,RXN_197782,oov,pediatric_absent,285,21,hydrocortisone
diagnosis,ICD10,E30.1,E301,PHE_259.4,oov,pediatric_absent,284,46,Precocious puberty
medication,RXNORM,39625,39625,RXN_39625,oov,pediatric_absent,283,9,vit E acet/gly/dimeth/water
diagnosis,ICD10,P04.9,P049,ICD10_P049,oov,unknown_unmappable,280,48,"Newborn affected by maternal noxious substance, unspecified"
medication,RXNORM,1794881,1794881,RXN_1794881,oov,pediatric_absent,278,35,dextrose 5 %-0.2 % sod chlorid
diagnosis,ICD9,765.00,76500,ICD9_76500,oov,code_version_mismatch,278,28,Extreme prematurity
medication,RXNORM,313990,313990,RXN_313990,oov,pediatric_absent,278,58,fluoxetine HCl
medication,RXNORM,861232,861232,RXN_861232,oov,pediatric_absent,276,18,dextroamphetamine/amphetamine
diagnosis,ICD10,Z01.20,Z0120,ICD10_Z0120,oov,unknown_unmappable,274,250,Oral health maintenance status requiring routine preventive dental care
diagnosis,ICD10,H65.06,H6506,ICD10_H6506,oov,unknown_unmappable,273,55,"Acute serous otitis media, recurrent, bilateral"
medication,RXNORM,310497,310497,RXN_310497,oov,pediatric_absent,271,71,"glucagon,human recombinant"
medication,RXNORM,251374,251374,RXN_251374,oov,pediatric_absent,267,50,acetaminophen
diagnosis,ICD10,Z00.111,Z00111,ICD10_Z00111,oov,unknown_unmappable,264,85,Health examination for newborn 8 to 28 days old
medication,RXNORM,26344,26344,RXN_26344,oov,pediatric_absent,263,18,guar gum
diagnosis,ICD10,H66.003,H66003,ICD10_H66003,oov,unknown_unmappable,261,106,"Acute suppurative otitis media of both ears without spontaneous rupture of tympanic membranes, recurrence not specified"
medication,RXNORM,854830,854830,RXN_854830,oov,pediatric_absent,259,35,lisdexamfetamine dimesylate
diagnosis,ICD10,R68.13,R6813,ICD10_R6813,oov,unknown_unmappable,259,52,Brief resolved unexplained event (BRUE)
medication,RXNORM,1860129,1860129,RXN_1860129,oov,pediatric_absent,258,1,oxycodone HCl
medication,RXNORM,309541,309541,RXN_309541,oov,pediatric_absent,257,18,corticotropin
medication,RXNORM,311373,311373,RXN_311373,oov,pediatric_absent,256,33,loratadine
diagnosis,ICD10,L20.84,L2084,ICD10_L2084,oov,unknown_unmappable,256,45,Intrinsic (allergic) eczema
procedure,HCPCS,71250,71250,HCPCS_71250,oov,unknown_unmappable,255,104,"CHEST, W/O CONTRAST"
medication,RXNORM,801966,801966,RXN_801966,oov,pediatric_absent,255,37,diazepam
diagnosis,ICD10,G40.824,G40824,ICD10_G40824,oov,unknown_unmappable,255,15,Infantile spasms with intractable epilepsy
medication,RXNORM,200329,200329,RXN_200329,oov,pediatric_absent,253,61,omeprazole
drg,DRG,MS093,MS093,DRG_MS093,oov,unknown_unmappable,253,242,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC
medication,RXNORM,1649944,1649944,RXN_1649944,oov,pediatric_absent,252,7,filgrastim
medication,RXNORM,1736329,1736329,RXN_1736329,oov,pediatric_absent,251,17,somatropin
medication,RXNORM,1658647,1658647,RXN_1658647,oov,pediatric_absent,250,27,"heparin sodium,porcine/PF"
drg,DRG,MS134,MS134,DRG_MS134,oov,unknown_unmappable,249,233,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC"
medication,RXNORM,1806187,1806187,RXN_1806187,oov,pediatric_absent,248,40,methylphenidate HCl
diagnosis,ICD9,765.14,76514,ICD9_76514,oov,code_version_mismatch,247,24,"Other preterm infants, 1,000-1,249 grams(765.14)"
medication,RXNORM,204642,204642,RXN_204642,oov,pediatric_absent,247,64,selenium sulfide
medication,RXNORM,151226,151226,RXN_151226,oov,pediatric_absent,245,51,topiramate
diagnosis,ICD10,Z13.89,Z1389,ICD10_Z1389,oov,unknown_unmappable,244,86,Encounter for screening for other disorder
medication,RXNORM,1653196,1653196,RXN_1653196,oov,pediatric_absent,242,6,insulin aspart
procedure,HCPCS,95812,95812,HCPCS_95812,oov,unknown_unmappable,242,124,"EEG, VIDEO, EXTENDED, 41-60 MIN"
medication,RXNORM,901610,901610,RXN_901610,oov,pediatric_absent,240,12,aztreonam lysine
medication,RXNORM,311913,311913,RXN_311913,oov,pediatric_absent,238,40,naproxen
medication,RXNORM,856457,856457,RXN_856457,oov,pediatric_absent,237,10,propranolol HCl
medication,RXNORM,1659754,1659754,RXN_1659754,oov,pediatric_absent,235,142,flu vacc qs 2015 (6-35mos)/PF
medication,RXNORM,1595476,1595476,RXN_1595476,oov,pediatric_absent,235,1,lipase/protease/amylase
procedure,HCPCS,83880,83880,HCPCS_83880,oov,unknown_unmappable,234,71,BNP NATRIURETIC PEPTIDE
medication,RXNORM,2184120,2184120,RXN_2184120,oov,pediatric_absent,232,5,amlodipine benzoate
medication,RXNORM,1868473,1868473,RXN_1868473,oov,pediatric_absent,231,54,sodium bicarbonate
medication,RXNORM,308719,308719,RXN_308719,oov,pediatric_absent,231,3,betaxolol HCl
medication,RXNORM,749860,749860,RXN_749860,oov,pediatric_absent,230,57,norgestimate-ethinyl estradiol
diagnosis,ICD10,IMO0002,IMO0002,ICD10_IMO0002,oov,unknown_unmappable,230,116,Stenosis of urinary meatus
medication,RXNORM,311877,311877,RXN_311877,oov,pediatric_absent,229,13,mupirocin calcium
diagnosis,ICD10,Q53.20,Q5320,ICD10_Q5320,oov,unknown_unmappable,229,48,"Undescended testicle of both sides, unspecified location"
medication,RXNORM,197512,197512,RXN_197512,oov,pediatric_absent,227,24,ciprofloxacin HCl
medication,RXNORM,348506,348506,RXN_348506,oov,pediatric_absent,227,6,itraconazole
diagnosis,ICD10,P07.18,P0718,ICD10_P0718,oov,unknown_unmappable,226,31,"Prematurity, 2,000-2,499 grams, 35-36 completed weeks"
medication,RXNORM,308352,308352,RXN_308352,oov,pediatric_absent,226,40,arginine HCl
diagnosis,ICD9,V21.30,V2130,PHE_637,oov,pediatric_absent,225,122,"Low birth weight status, unspecified"
medication,RXNORM,349592,349592,RXN_349592,oov,pediatric_absent,225,18,atomoxetine HCl
medication,RXNORM,862019,862019,RXN_862019,oov,pediatric_absent,225,34,guanfacine HCl
medication,RXNORM,1369791,1369791,RXN_1369791,oov,pediatric_absent,225,5,baclofen
diagnosis,ICD9,IMO0002,IMO0002,ICD9_IMO0002,oov,code_version_mismatch,224,83,Single pelvic kidney
diagnosis,ICD10,F80.82,F8082,ICD10_F8082,oov,unknown_unmappable,224,11,Social pragmatic communication disorder
diagnosis,ICD10,P59.9,P599,PHE_656.8,oov,pediatric_absent,224,104,"Neonatal jaundice, unspecified"
medication,RXNORM,809974,809974,RXN_809974,oov,pediatric_absent,222,19,lacosamide
medication,RXNORM,854834,854834,RXN_854834,oov,pediatric_absent,221,41,lisdexamfetamine dimesylate
medication,RXNORM,9641,9641,RXN_9641,oov,pediatric_absent,221,4,selenium
diagnosis,ICD10,M41.44,M4144,ICD10_M4144,oov,unknown_unmappable,220,39,Neuromuscular scoliosis of thoracic region
medication,RXNORM,854977,854977,RXN_854977,oov,pediatric_absent,219,147,pneumococcal 23-val p-sac vac
medication,RXNORM,309072,309072,RXN_309072,oov,pediatric_absent,218,33,cefoxitin sodium
medication,RXNORM,1536147,1536147,RXN_1536147,oov,pediatric_absent,217,23,mometasone furoate
medication,RXNORM,899548,899548,RXN_899548,oov,pediatric_absent,217,15,dexmethylphenidate HCl
diagnosis,ICD10,M08.40,M0840,ICD10_M0840,oov,unknown_unmappable,215,5,"JIA (juvenile idiopathic arthritis), oligoarthritis, persistent"
diagnosis,ICD10,P09,P09,ICD10_P09,oov,unknown_unmappable,213,65,Failed newborn hearing screen
diagnosis,ICD10,Z13.88,Z1388,ICD10_Z1388,oov,unknown_unmappable,210,80,Encounter for screening for disorder due to exposure to contaminants
medication,RXNORM,313989,313989,RXN_313989,oov,pediatric_absent,210,37,fluoxetine HCl
medication,RXNORM,1091392,1091392,RXN_1091392,oov,pediatric_absent,210,11,methylphenidate HCl
medication,RXNORM,1362025,1362025,RXN_1362025,oov,pediatric_absent,210,77,"heparin sodium,porcine/PF"
medication,RXNORM,1000978,1000978,RXN_1000978,oov,pediatric_absent,209,24,oxymetazoline HCl
medication,RXNORM,1191307,1191307,RXN_1191307,oov,pediatric_absent,208,61,fluocinolone acetonide
medication,RXNORM,197902,197902,RXN_197902,oov,pediatric_absent,208,43,lorazepam
medication,RXNORM,244309,244309,RXN_244309,oov,pediatric_absent,208,120,antipyrine/benzocaine
diagnosis,ICD10,P07.23,P0723,ICD10_P0723,oov,unknown_unmappable,205,11,"Extreme immaturity of newborn, gestational age 24 completed weeks"
medication,RXNORM,312086,312086,RXN_312086,oov,pediatric_absent,203,54,ondansetron HCl
medication,RXNORM,311277,311277,RXN_311277,oov,pediatric_absent,201,46,lansoprazole
medication,RXNORM,800985,800985,RXN_800985,oov,pediatric_absent,201,29,electrolyte-R (ph 7.4)
medication,RXNORM,312137,312137,RXN_312137,oov,pediatric_absent,200,17,oxcarbazepine
medication,RXNORM,244981,244981,RXN_244981,oov,pediatric_absent,200,7,magnesium carbonate
medication,RXNORM,602858,602858,RXN_602858,oov,pediatric_absent,199,4,magnesium oxide/magnesium
medication,RXNORM,1113042,1113042,RXN_1113042,oov,pediatric_absent,199,4,lipase/protease/amylase
diagnosis,ICD9,765.12,76512,ICD9_76512,oov,code_version_mismatch,197,14,"Other preterm infants, 500-749 grams(765.12)"
diagnosis,ICD10,P92.9,P929,PHE_656.3,oov,pediatric_absent,196,95,Feeding difficulty in newborn with laryngomalacia
medication,RXNORM,252559,252559,RXN_252559,oov,pediatric_absent,196,22,budesonide
medication,RXNORM,824295,824295,RXN_824295,oov,pediatric_absent,196,8,rufinamide
diagnosis,ICD10,P91.63,P9163,ICD10_P9163,oov,unknown_unmappable,195,16,Severe hypoxic ischemic encephalopathy (HIE)
medication,RXNORM,1806189,1806189,RXN_1806189,oov,pediatric_absent,194,19,methylphenidate HCl
drg,DRG,MS101,MS101,DRG_MS101,oov,unknown_unmappable,194,81,SEIZURES W/O MCC
medication,RXNORM,1367418,1367418,RXN_1367418,oov,pediatric_absent,193,110,thrombin (recombinant)
drg,DRG,OMAPR053,OMAPR053,DRG_OMAPR053,oov,unknown_unmappable,193,85,SEIZURE
medication,RXNORM,351249,351249,RXN_351249,oov,pediatric_absent,193,39,escitalopram oxalate
diagnosis,ICD10,R48.9,R489,ICD10_R489,oov,unknown_unmappable,192,18,Unspecified symbolic dysfunctions
medication,RXNORM,745791,745791,RXN_745791,oov,pediatric_absent,191,19,levalbuterol tartrate
diagnosis,ICD10,P07.31,P0731,ICD10_P0731,oov,unknown_unmappable,191,16,"Preterm newborn, gestational age 28 completed weeks"
procedure,HCPCS,45642,45642,HCPCS_45642,oov,unknown_unmappable,191,191,HX DL BRONCH
medication,RXNORM,797544,797544,RXN_797544,oov,pediatric_absent,190,88,alcohol antiseptic pads
diagnosis,ICD9,V72.85,V7285,ICD9_V7285,oov,code_version_mismatch,190,73,Other specified examination
medication,RXNORM,6227,6227,RXN_6227,oov,pediatric_absent,189,11,sod chlord/lanolin/min.oil/pet
procedure,HCPCS,86800,86800,HCPCS_86800,oov,unknown_unmappable,189,146,ANTITHYROGLOBULIN ANTIBODY
diagnosis,ICD10,Q66.30,Q6630,ICD10_Q6630,oov,unknown_unmappable,188,2,Congenital talipes varus
