rxcui,level1_token,level2_token,level3_token,tty
1735500,,,THERA_HORMONES,Semantic Clinical Drug
1085686,,,THERA_SKIN_PREPS,Semantic Clinical Drug
200193,,,THERA_ANALGESICS,Semantic Clinical Drug
855657,,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
309058,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
310494,,,THERA_BIOLOGICALS,Semantic Clinical Drug
199099,,,THERA_SKIN_PREPS,Semantic Clinical Drug
1363703,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Precise Ingredient
1298819,,,THERA_BIOLOGICALS,Semantic Clinical Drug
8606,,INGSET_8606,THERA_ANTIINFECTIVES_MISCELLANEOUS,Ingredient
197700,RXN_197700,RXN_197700,THERA_ANTIFUNGALS,Semantic Clinical Drug
198910,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
197797,RXN_197797,RXN_197797,THERA_ANTINEOPLASTICS,Semantic Clinical Drug
283475,,,THERA_BLOOD,Semantic Clinical Drug
892582,RXN_892582,RXN_892582,THERA_ANALGESICS,Semantic Clinical Drug
311353,RXN_311353,RXN_311353,THERA_CARDIOVASCULAR,Semantic Clinical Drug
311286,RXN_311286,RXN_311286,THERA_ANTIASTHMATICS,Semantic Clinical Drug
745791,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
860805,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
884221,RXN_884221,RXN_884221,THERA_ANALGESICS,Semantic Clinical Drug
1797913,,,THERA_EENT_PREPS,Semantic Clinical Drug
313995,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
317599,,,THERA_DIAGNOSTIC,Precise Ingredient
903843,RXN_903845,,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
883826,RXN_883830,,THERA_BLOOD,Semantic Clinical Drug
200371,RXN_200371,RXN_200371,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1729308,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
403811,RXN_403811,RXN_403811,THERA_GASTROINTESTINAL,Semantic Clinical Drug
403810,RXN_403810,RXN_403810,THERA_GASTROINTESTINAL,Semantic Clinical Drug
198159,RXN_198159,RXN_198159,THERA_GASTROINTESTINAL,Semantic Clinical Drug
309594,RXN_309594,RXN_309594,THERA_VITAMINS,Semantic Clinical Drug
992747,,,THERA_EENT_PREPS,Semantic Clinical Drug
311034,RXN_311036,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
313092,RXN_313092,RXN_313092,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
259121,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
199292,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
790436,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
313850,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
402014,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
311204,RXN_311204,RXN_311204,THERA_ANTIFUNGALS,Semantic Clinical Drug
636522,RXN_636522,RXN_636522,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
856987,,,THERA_ANALGESICS,Semantic Clinical Drug
582299,RXN_582299,RXN_582299,THERA_BLOOD,Semantic Clinical Drug
313650,RXN_210972,,THERA_VITAMINS,Semantic Clinical Drug
1665229,RXN_1665229,RXN_1665229,THERA_ANTIBIOTICS,Semantic Clinical Drug
310316,RXN_310316,RXN_310316,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
282463,,,THERA_SEDATIVE_HYPNOTICS,Semantic Clinical Drug
311877,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
2418,,INGSET_1043298+1087276+1087279+1090958+1090966+1099860+1100256+1100260+1119566+1148596+1148598+1153020+1153021+1153024+1153025+1153028+1153279+1153280+1154449+1154450+1154451+1154452+1154726+1154727+1155662+1155663+1155975+1155976+1155977+1155978+1155979+1155980+1156121+1156124+1156125+1156126+1156127+1156128+1156129+1156131+1156132+1156133+1156134+1165539+1165540+1165543+1165544+1193033+1193034+1193035+1234481+1234588+1234589+1244922+1248138+1248139+1248140+1292773+1292774+1292775+1294817+1294998+1295198+1295254+1295549+1295632+1295642+1295745+1304547+1304556+1304557+1304570+1312976+1312977+1312978+1313921+1313922+1313923+1356770+1362803+1362804+1366139+1366140+1366141+1367006+1367007+1375955+1375956+1375957+1375958+1432981+1432982+1432983+1432984+1593739+1593740+1593741+1593742+1596003+1596004+1720257+1741413+1741414+1741415+1789534+1789535+1789536+1789537+1790876+1919485+1919487+1919488+1944959+1944960+1944961+1996205+2123173+2123175+2168346+2200083+2262247+2262262+2266663+2266677+2270553+2281880+2281885+2283545+2284171+2284175+2284181+2284194+2284196+2371750+2371751+2371752+2371777+2371778+2371779+2371780+2371797+2371798+2371799+2371964+2371967+2373049+2373051+2373058+2373060+2373062+2373066+2373069+2472323+2563298+2563299+2563599+2566808+2566809+2566810+2570479+2588350+2601307+2671084+2671085+2671086+2713890+2714171+315658+315659+315660+332816+332817+332819+333519+333763+358344+371479+371480+371481+375477+375480+375786+385527+385561+385967+438526+451725+451726+485688+577044+577193+584612+705184+752331+801662+804613+804616+808595+846137+847120+849409+877314+880815+891440+904461+994830,THERA_VITAMINS,Ingredient
11256,,INGSET_1087401+1087404+1088925+1090822+1090830+1090959+1090966+1115778+1119566+1152922+1152923+1154647+1154648+1154649+1154650+1154653+1154654+1154655+1154656+1154971+1154972+1155975+1155976+1155979+1155980+1159380+1161177+1161178+1161179+1161180+1161770+1162411+1162412+1164376+1164965+1164970+1164971+1164972+1164973+1234481+1234588+1234589+1248137+1248138+1248139+1248140+1294981+1366138+1366139+1366140+1366141+1944631+204674+2171110+2262245+2283039+2371750+2371751+2371752+2371777+2371778+2371779+2371780+2371787+2371797+2371798+2371799+2371960+313725+316905+316906+316910+316912+316913+317534+333570+333751+333985+334347+335856+335858+345127+359108+374314+374316+374317+374995+375357+375652+385099+385528+452577+452579+452587+577088+578123+632118+757266+876856+891703+891705+891711+891715+891787+891789+891811+896129,THERA_SKIN_PREPS,Ingredient
1094107,RXN_1094107,RXN_1094107,THERA_ANESTHETICS,Semantic Clinical Drug
1437739,,,THERA_HORMONES,Semantic Clinical Drug
24942,,INGSET_1164398+1164399+328985+332445+353354+372177,THERA_VITAMINS,Ingredient
310362,,,THERA_SKIN_PREPS,Semantic Clinical Drug
197516,RXN_197516,RXN_197516,THERA_ANTIBIOTICS,Semantic Clinical Drug
392038,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
668292,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
312880,,,THERA_SKIN_PREPS,Semantic Clinical Drug
1046770,RXN_1046770,RXN_1046770,THERA_GASTROINTESTINAL,Semantic Clinical Drug
993557,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
200034,RXN_200034,RXN_200034,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
6574,,INGSET_6574,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Ingredient
991082,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
856845,RXN_856845,RXN_856845,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1311500,,INGSET_1311500,THERA_DIAGNOSTIC,Ingredient
429662,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
856664,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1313885,RXN_1313885,RXN_1313885,THERA_CNS_DRUGS,Semantic Clinical Drug
1313112,RXN_1313112,RXN_1313112,THERA_CNS_DRUGS,Semantic Clinical Drug
993856,RXN_995156,,THERA_CNS_DRUGS,Semantic Clinical Drug
1356557,RXN_1356563,,THERA_CNS_DRUGS,Semantic Clinical Drug
1356574,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1356578,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1356582,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1356570,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1356586,,,THERA_CNS_DRUGS,Semantic Clinical Drug
692578,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
2173494,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1495317,,,THERA_EENT_PREPS,Precise Ingredient
311995,RXN_311995,RXN_311995,THERA_ANTIBIOTICS,Semantic Clinical Drug
313852,,,THERA_SKIN_PREPS,Semantic Clinical Drug
866042,RXN_866042,RXN_866042,THERA_ANTIBIOTICS,Semantic Clinical Drug
858817,RXN_858817,RXN_858817,THERA_CARDIOVASCULAR,Semantic Clinical Drug
647416,,,THERA_SKIN_PREPS,Semantic Clinical Drug
998483,RXN_998483,RXN_998483,THERA_ANTIFUNGALS,Semantic Clinical Drug
1010980,,,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
730805,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
199885,RXN_199885,RXN_199885,THERA_ANTIBIOTICS,Semantic Clinical Drug
847243,,,THERA_HORMONES,Semantic Clinical Drug
1790382,,,THERA_BIOLOGICALS,Semantic Clinical Drug
483450,RXN_483450,RXN_483450,THERA_CNS_DRUGS,Semantic Clinical Drug
483438,,,THERA_CNS_DRUGS,Semantic Clinical Drug
483440,,,THERA_CNS_DRUGS,Semantic Clinical Drug
849574,,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
1094104,,,THERA_ANESTHETICS,Semantic Clinical Drug
308714,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
1863560,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
755497,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1860100,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1495058,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
856999,,,THERA_ANALGESICS,Semantic Clinical Drug
1049683,,,THERA_ANALGESICS,Semantic Clinical Drug
1049214,,,THERA_ANALGESICS,Semantic Clinical Drug
863669,RXN_863669,RXN_863669,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
2050772,,,THERA_BIOLOGICALS,Semantic Clinical Drug
6227,,INGSET_1038956+1087319+1162824+1162825+1162829+1657182+1946471+1946473+1946474+2266755+2480888+2586851+2586853+2586854+605674+617979+664978+664980+730936+853166+866209,THERA_SKIN_PREPS,Ingredient
1860157,RXN_1049504,,THERA_ANALGESICS,Semantic Clinical Drug
313412,RXN_313412,RXN_313412,THERA_MUSCLE_RELAXANTS,Semantic Clinical Drug
1191250,RXN_1191250,RXN_1191250,THERA_ANTIDOTES,Semantic Clinical Drug
897702,RXN_897702,RXN_897702,THERA_ANALGESICS,Semantic Clinical Drug
892672,RXN_892672,RXN_892672,THERA_ANALGESICS,Semantic Clinical Drug
1869684,RXN_1928941,,THERA_BLOOD,Semantic Clinical Drug
2054973,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1047895,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
198373,,,THERA_SKIN_PREPS,Semantic Clinical Drug
891692,,,THERA_VITAMINS,Semantic Clinical Drug
1043249,,,THERA_EENT_PREPS,Semantic Clinical Drug
997406,,,THERA_ANTIHISTAMINE_AND_DECONGESTANT_COMBINATION,Semantic Clinical Drug
1014571,,,THERA_ANTIHISTAMINE_AND_DECONGESTANT_COMBINATION,Semantic Clinical Drug
1483744,RXN_1483744,RXN_1483744,THERA_ANTIDOTES,Semantic Clinical Drug
82010,,INGSET_1114873+1114879+1114887+1292739+1292750+1292886,THERA_AUTONOMIC_DRUGS,Precise Ingredient
1659592,RXN_1659592,RXN_1659592,THERA_ANTIBIOTICS,Semantic Clinical Drug
979113,RXN_979115,,THERA_ANTIDOTES,Semantic Clinical Drug
615099,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
686185,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
251322,RXN_755357,,THERA_CNS_DRUGS,Semantic Clinical Drug
749761,,,THERA_CONTRACEPTIVES,Generic Pack
10046,,INGSET_1039052+1039053+1161741,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Ingredient
199083,RXN_199083,RXN_199083,THERA_VITAMINS,Semantic Clinical Drug
308377,RXN_308377,RXN_308377,THERA_VITAMINS,Semantic Clinical Drug
238090,RXN_207468,,THERA_SEDATIVE_HYPNOTICS,Semantic Clinical Drug
26344,,INGSET_26344,THERA_GASTROINTESTINAL,Ingredient
311345,RXN_311345,RXN_311345,THERA_ANTIBIOTICS,Semantic Clinical Drug
1423691,,,THERA_HORMONES,Semantic Clinical Drug
310687,RXN_310687,RXN_310687,THERA_ANTIBIOTICS,Semantic Clinical Drug
198222,RXN_198222,RXN_198222,THERA_DIURETICS,Semantic Clinical Drug
309329,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1426660,,,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
197818,,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
1310463,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Precise Ingredient
308694,RXN_308694,RXN_308694,THERA_SKIN_PREPS,Semantic Clinical Drug
1300205,,,THERA_BIOLOGICALS,Semantic Clinical Drug
905199,RXN_905199,RXN_905199,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1361657,,INGSET_1361657,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Ingredient
856569,RXN_856569,RXN_856569,THERA_CARDIOVASCULAR,Semantic Clinical Drug
310364,,,THERA_SKIN_PREPS,Semantic Clinical Drug
966270,,,THERA_THYROID_PREPS,Semantic Clinical Drug
866111,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
313391,,,THERA_THYROID_PREPS,Semantic Clinical Drug
1433734,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
1085750,RXN_1085752,,THERA_HORMONES,Semantic Clinical Drug
314267,,,THERA_THYROID_PREPS,Semantic Clinical Drug
198223,,,THERA_DIURETICS,Semantic Clinical Drug
244374,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1650446,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
797274,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
197984,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
106303,RXN_106303,RXN_106303,THERA_SKIN_PREPS,Semantic Clinical Drug
242754,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
1012384,,,THERA_ANESTHETICS,Semantic Clinical Drug
853494,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
540930,RXN_540930,RXN_540930,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1864324,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
727711,RXN_727714,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
309306,RXN_213307,,THERA_ANTIBIOTICS,Semantic Clinical Drug
992454,RXN_992454,RXN_992454,THERA_GASTROINTESTINAL,Semantic Clinical Drug
753436,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
313997,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
995868,RXN_995868,RXN_995868,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
1150266,,,THERA_VITAMINS,Semantic Clinical Drug
1721460,RXN_1721460,RXN_1721460,THERA_ANTIBIOTICS,Semantic Clinical Drug
103457,RXN_103457,RXN_103457,THERA_SKIN_PREPS,Semantic Clinical Drug
1050077,,,THERA_SKIN_PREPS,Semantic Clinical Drug
577315,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
577324,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1115877,,,THERA_VITAMINS,Semantic Clinical Drug
577317,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
310861,RXN_310861,RXN_310861,THERA_SKIN_PREPS,Semantic Clinical Drug
1658149,RXN_1658150,,THERA_BIOLOGICALS,Semantic Clinical Drug
848176,,,THERA_SKIN_PREPS,Semantic Clinical Drug
348719,RXN_348719,RXN_348719,THERA_ANTIBIOTICS,Semantic Clinical Drug
351239,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
307696,,,THERA_ANALGESICS,Semantic Clinical Drug
1543069,RXN_1543069,RXN_1543069,THERA_ANESTHETICS,Semantic Clinical Drug
643127,RXN_643127,RXN_643127,THERA_HORMONES,Semantic Clinical Drug
4477,,,THERA_VITAMINS,Ingredient
861495,RXN_861495,RXN_861495,THERA_SKIN_PREPS,Semantic Clinical Drug
1297761,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
486501,RXN_486501,RXN_486501,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1723156,RXN_1723156,RXN_1723156,THERA_ANTIBIOTICS,Semantic Clinical Drug
1653196,,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
199106,,,THERA_ANTIINFECTIVES_MISCELLANEOUS,Semantic Clinical Drug
200133,,,THERA_CNS_DRUGS,Semantic Clinical Drug
310432,RXN_310432,RXN_310432,THERA_CNS_DRUGS,Semantic Clinical Drug
1049502,,,THERA_ANALGESICS,Semantic Clinical Drug
388311,,,THERA_CNS_DRUGS,Semantic Clinical Drug
863628,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
200131,,,THERA_CNS_DRUGS,Semantic Clinical Drug
1649560,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
197941,RXN_197941,RXN_197941,THERA_THYROID_PREPS,Semantic Clinical Drug
242429,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
312541,RXN_544597,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
966407,,,THERA_THYROID_PREPS,Semantic Clinical Drug
966413,,,THERA_THYROID_PREPS,Semantic Clinical Drug
1923050,,,THERA_THYROID_PREPS,Semantic Clinical Drug
905458,,,THERA_THYROID_PREPS,Semantic Clinical Drug
309313,RXN_309313,RXN_309313,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
692576,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
799038,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
617322,RXN_617322,RXN_617322,THERA_ANTIBIOTICS,Semantic Clinical Drug
2062,,INGSET_1100648+1151382+1151388+1241468+1241469+1374724+1374725+1547939+1547947+1718951+2672490+375793+376464+724355,THERA_ELECT_CALORIC_H2O,Ingredient
310625,,,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
313896,RXN_313896,RXN_313896,THERA_VITAMINS,Semantic Clinical Drug
1488563,,,THERA_VITAMINS,Semantic Clinical Drug
904447,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
904419,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
904425,RXN_904425,RXN_904425,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
309110,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
1006608,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1788984,RXN_1788989,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
282402,RXN_282402,RXN_282402,THERA_VITAMINS,Semantic Clinical Drug
199047,RXN_199047,RXN_199047,THERA_GASTROINTESTINAL,Semantic Clinical Drug
847121,RXN_847121,RXN_847121,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
861479,,,THERA_ANALGESICS,Semantic Clinical Drug
197746,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1719222,,,THERA_BLOOD,Semantic Clinical Drug
1741407,RXN_1741409,,THERA_BLOOD,Semantic Clinical Drug
1989809,,,THERA_BLOOD,Semantic Clinical Drug
1989814,,,THERA_BLOOD,Semantic Clinical Drug
1989799,,,THERA_BLOOD,Semantic Clinical Drug
309509,RXN_1149617,,THERA_SKIN_PREPS,Semantic Clinical Drug
1148595,,,THERA_EENT_PREPS,Semantic Clinical Drug
310991,RXN_206971,,THERA_ANTIARTHRITICS,Semantic Clinical Drug
807832,,,THERA_CNS_DRUGS,Semantic Clinical Drug
846378,,,THERA_CNS_DRUGS,Semantic Clinical Drug
855168,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
252730,,,THERA_HORMONES,Semantic Clinical Drug
884189,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
1040041,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
993691,RXN_993691,RXN_993691,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
1720311,,,THERA_HORMONES,Semantic Clinical Drug
1868494,RXN_1868494,RXN_1868494,THERA_CARDIAC_DRUGS,Semantic Clinical Drug
861568,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
578104,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
346494,,,THERA_HORMONES,Semantic Clinical Drug
896854,,,THERA_HORMONES,Semantic Clinical Drug
198683,RXN_198683,RXN_198683,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
197409,RXN_197409,RXN_197409,THERA_SKIN_PREPS,Semantic Clinical Drug
312504,RXN_312504,RXN_312504,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
309314,,,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
33093,,INGSET_33093,THERA_HERBALS,Ingredient
904415,,,THERA_ANALGESICS,Semantic Clinical Drug
311347,RXN_311347,RXN_311347,THERA_ANTIBIOTICS,Semantic Clinical Drug
861010,RXN_861010,RXN_861010,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
860981,RXN_860981,RXN_860981,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
672558,,,THERA_ANTIHISTAMINES,Semantic Clinical Drug
313521,RXN_313521,RXN_313521,THERA_EENT_PREPS,Semantic Clinical Drug
310132,RXN_310132,RXN_310132,THERA_AUTONOMIC_DRUGS,Semantic Clinical Drug
105347,RXN_105347,RXN_105347,THERA_ANTIINFECTIVES_MISCELLANEOUS,Semantic Clinical Drug
313941,,,THERA_ANTIFUNGALS,Semantic Clinical Drug
198507,,,THERA_VITAMINS,Semantic Clinical Drug
854245,RXN_854245,RXN_854245,THERA_ANTICOAGULANTS,Semantic Clinical Drug
855671,RXN_855671,RXN_855671,THERA_CNS_DRUGS,Semantic Clinical Drug
204870,RXN_204870,RXN_204870,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
1115457,RXN_1115459,,THERA_HORMONES,Semantic Clinical Drug
857366,RXN_857366,RXN_857366,THERA_ANTIFUNGALS,Semantic Clinical Drug
545844,,,THERA_HORMONES,Semantic Clinical Drug
313222,RXN_313222,RXN_313222,THERA_ANTIFUNGALS,Semantic Clinical Drug
197388,RXN_197388,RXN_197388,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
855296,,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
855324,,,THERA_ANTICOAGULANTS,Semantic Clinical Drug
685054,,,THERA_VITAMINS,Semantic Clinical Drug
896762,RXN_896762,RXN_896762,THERA_CARDIOVASCULAR,Semantic Clinical Drug
308915,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
1115472,RXN_1115473,,THERA_HORMONES,Semantic Clinical Drug
1115447,,,THERA_HORMONES,Semantic Clinical Drug
198371,RXN_198371,RXN_198371,THERA_DIURETICS,Semantic Clinical Drug
310798,RXN_310798,RXN_310798,THERA_DIURETICS,Semantic Clinical Drug
311041,,,THERA_ANTIHYPERGLYCEMICS,Semantic Clinical Drug
1099861,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1085745,,,THERA_SKIN_PREPS,Semantic Clinical Drug
238920,RXN_238920,RXN_238920,THERA_SKIN_PREPS,Semantic Clinical Drug
905158,RXN_905158,RXN_905158,THERA_IMMUNOSUPPRESSANTS,Semantic Clinical Drug
198318,RXN_198318,RXN_198318,THERA_SEDATIVE_HYPNOTICS,Semantic Clinical Drug
2123045,,,THERA_SKIN_PREPS,Semantic Clinical Drug
686452,,,THERA_SKIN_PREPS,Semantic Clinical Drug
1373045,RXN_1373128,,THERA_COUGH_COLD_PREPARATIONS,Semantic Clinical Drug
857795,,,THERA_CARDIOVASCULAR,Semantic Clinical Drug
259120,,,THERA_UNCLASSIFIED_DRUG_PRODUCTS,Semantic Clinical Drug
199381,RXN_603281,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
199903,RXN_199903,RXN_199903,THERA_DIURETICS,Semantic Clinical Drug
834102,RXN_834102,RXN_834102,THERA_ANTIBIOTICS,Semantic Clinical Drug
198444,,,THERA_ANALGESICS,Semantic Clinical Drug
1151,,INGSET_1043293+1043298+1087296+1087404+1087413+1090822+1090830+1090957+1090966+1100256+1100260+1102194+1102199+1119566+1150170+1151281+1151282+1151283+1151284+1151291+1151292+1151631+1151632+1151633+1151634+1151635+1151636+1151637+1151638+1151643+1151644+1151987+1151988+1152313+1152314+1152330+1152339+1152340+1152922+1152923+1152931+1152932+1152937+1152938+1152939+1152940+1152948+1152949+1152950+1152951+1152952+1154647+1154648+1154649+1154650+1154653+1154654+1154655+1154656+1154967+1154968+1154971+1154972+1155292+1155293+1155296+1155297+1155300+1155301+1155302+1155303+1155304+1155305+1155312+1155313+1155658+1155659+1155662+1155663+1155975+1155976+1155977+1155978+1155979+1155980+1155981+1155982+1165539+1165540+1165543+1165544+1165545+1165546+1234481+1234588+1234589+1248138+1248139+1248140+1292773+1292774+1292775+1294927+1295427+1295484+1295728+1304556+1304557+1305185+1313921+1313922+1313923+1314658+1314662+1314663+1314664+1375378+1441394+1441395+1870178+1870184+1870185+1874898+1874899+1874900+1944959+1944960+1944961+2045234+2045239+2045240+2045241+2099780+2284147+2371750+2371751+2371752+2371777+2371778+2371779+2371780+2371797+2371798+2371799+2636651+2636653+2636842+2636843+2636844+2636845+2707115+2713890+315388+315389+315390+315391+315392+315393+315396+315397+315398+315399+315403+315404+315405+315406+315407+315409+315410+317294+317295+331127+333445+333446+333449+333450+335840+336611+350183+370594+370597+370598+370599+370600+370601+370602+370710+370934+374492+377583+378540+378576+577189+580134+602126+619052+724126+807800+826649+826856+826861+828803+828822+836263+846043+846044+852776+880815+883747+891521+891705+891715+891782+891789+891807+891811+999798,THERA_VITAMINS,Ingredient
311425,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1359022,,,THERA_CONTRACEPTIVES,Semantic Clinical Drug
4301,,INGSET_4301,THERA_GASTROINTESTINAL,Ingredient
1037184,,,THERA_CONTRACEPTIVES,Generic Pack
606730,RXN_606730,RXN_606730,THERA_GASTROINTESTINAL,Semantic Clinical Drug
197512,,,THERA_ANTIBIOTICS,Semantic Clinical Drug
866103,RXN_866103,RXN_866103,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
616578,RXN_617768,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
312078,RXN_312078,RXN_312078,THERA_PSYCHOTHERAPEUTIC_DRUGS,Semantic Clinical Drug
2099132,,,THERA_EENT_PREPS,Semantic Clinical Drug
1918194,,,THERA_ANTIASTHMATICS,Semantic Clinical Drug
235473,,INGSET_235473,THERA_ANTICOAGULANTS,Precise Ingredient
992441,,,THERA_GASTROINTESTINAL,Semantic Clinical Drug
348506,RXN_152854,,THERA_ANTIFUNGALS,Semantic Clinical Drug
1101775,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
237406,,,THERA_ELECT_CALORIC_H2O,Semantic Clinical Drug
1049880,,,THERA_SKIN_PREPS,Semantic Clinical Drug
